Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,,
2024-02-22,143.56954956054688,144.08999633789062,145.0,142.8000030517578,144.92999267578125,27191900
2024-02-23,143.44003295898438,143.9600067138672,144.67999267578125,143.42999267578125,143.6699981689453,19493800
2024-02-26,137.07310485839844,137.57000732421875,142.44000244140625,137.38999938964844,142.13999938964844,53641800
2024-02-27,138.3783721923828,138.8800048828125,139.25,137.08999633789062,138.02000427246094,33099200
2024-02-28,135.8874053955078,136.3800048828125,138.00999450683594,135.41000366210938,137.89999389648438,37328600
2024-02-29,137.95989990234375,138.4600067138672,138.86000061035156,136.39999389648438,137.27999877929688,42133000
2024-03-01,136.6446533203125,137.13999938964844,138.8699951171875,136.9199981689453,138.42999267578125,31119500
2024-03-04,132.86834716796875,133.35000610351562,135.66000366210938,131.91000366210938,135.66000366210938,55999400
2024-03-05,132.1907958984375,132.6699981689453,133.24000549316406,130.6699981689453,131.8800048828125,40194800
2024-03-06,130.9253692626953,131.39999389648438,133.5800018310547,130.85000610351562,133.1199951171875,35318600
2024-03-07,133.89462280273438,134.3800048828125,134.94000244140625,131.61000061035156,132.7899932861328,37738200
2024-03-08,134.9208984375,135.41000366210938,138.08999633789062,134.0,134.2100067138672,39343100
2024-03-11,137.17274475097656,137.6699981689453,139.10000610351562,136.1300048828125,136.1300048828125,32437800
2024-03-12,137.99974060058594,138.5,139.3800048828125,137.02999877929688,137.02999877929688,27563400
2024-03-13,139.28506469726562,139.7899932861328,141.08999633789062,138.99000549316406,139.0,23347200
2024-03-14,142.5831298828125,143.10000610351562,143.58999633789062,140.4600067138672,141.19000244140625,42753400
2024-03-15,140.6700439453125,141.17999267578125,143.17999267578125,140.02999877929688,142.5,49460600
2024-03-18,147.14659118652344,147.67999267578125,152.14999389648438,147.1699981689453,148.61000061035156,69273700
2024-03-19,146.49891662597656,147.02999877929688,148.7899932861328,146.0800018310547,148.16000366210938,24070400
2024-03-20,148.2027587890625,148.74000549316406,148.86000061035156,146.74000549316406,148.0,21311500
2024-03-21,147.06689453125,147.60000610351562,150.3699951171875,146.89999389648438,149.47000122070312,24755600
2024-03-22,150.22543334960938,150.77000427246094,151.5800018310547,148.97999572753906,149.1199951171875,29175700
2024-03-25,149.5279541015625,150.07000732421875,150.3800048828125,147.82000732421875,149.94000244140625,19229300
2024-03-26,150.1257781982422,150.6699981689453,152.25999450683594,149.97999572753906,150.22000122070312,22149100
2024-03-27,150.32504272460938,150.8699951171875,151.63999938964844,148.89999389648438,151.17999267578125,22879200
2024-03-28,150.3848419189453,150.92999267578125,151.42999267578125,150.1699981689453,150.85000610351562,24485400
2024-04-01,154.9283905029297,155.49000549316406,155.74000549316406,150.61000061035156,150.69000244140625,31730800
2024-04-02,154.00172424316406,154.55999755859375,154.6999969482422,152.14999389648438,153.5,24586000
2024-04-03,154.36041259765625,154.9199981689453,155.0800018310547,152.72999572753906,153.60000610351562,24705000
2024-04-04,149.98629760742188,150.52999877929688,154.77000427246094,150.4499969482422,153.5,34724700
2024-04-05,151.9491729736328,152.5,153.4199981689453,149.60000610351562,150.02999877929688,23449300
2024-04-08,154.2906951904297,154.85000610351562,155.27000427246094,152.61000061035156,152.77999877929688,20702000
2024-04-09,156.03436279296875,156.60000610351562,158.55999755859375,155.19000244140625,156.08999633789062,31113000
2024-04-10,155.57603454589844,156.13999938964844,156.61000061035156,154.67999267578125,156.2100067138672,22838600
2024-04-11,158.83421325683594,159.41000366210938,159.67999267578125,156.4600067138672,156.91000366210938,27166400
2024-04-12,157.1602783203125,157.72999572753906,160.22000122070312,157.13999938964844,157.9600067138672,25329200
2024-04-15,154.3006591796875,154.86000061035156,159.24000549316406,154.58999633789062,158.86000061035156,27136500
2024-04-16,153.84228515625,154.39999389648438,155.64999389648438,153.42999267578125,154.19000244140625,20779500
2024-04-17,154.908447265625,155.47000122070312,157.0800018310547,154.5800018310547,155.6199951171875,21763100
2024-04-18,155.44650268554688,156.00999450683594,156.94000244140625,154.6199951171875,155.33999633789062,19883000
2024-04-19,153.53343200683594,154.08999633789062,156.36000061035156,152.3000030517578,156.1999969482422,32239100
2024-04-22,155.71551513671875,156.27999877929688,157.63999938964844,154.05999755859375,154.30999755859375,26446200
2024-04-23,157.68836975097656,158.25999450683594,158.97000122070312,156.27999877929688,156.9600067138672,21151600
2024-04-24,158.55523681640625,159.1300048828125,159.57000732421875,157.1699981689453,157.49000549316406,22779100
2024-04-25,155.4365234375,156.0,156.49000549316406,150.8699951171875,151.3300018310547,57109700
2024-04-26,171.32891845703125,171.9499969482422,174.7100067138672,169.64999389648438,174.3699951171875,64665300
2024-04-29,165.54986572265625,166.14999389648438,169.5500030517578,165.2100067138672,169.05999755859375,45610000
2024-04-30,162.19204711914062,162.77999877929688,168.10000610351562,162.60000610351562,165.61000061035156,33562900
2024-05-01,163.2681427001953,163.86000061035156,167.1199951171875,163.08999633789062,164.3000030517578,33493200
2024-05-02,166.01817321777344,166.6199951171875,166.72999572753906,163.88999938964844,164.7899932861328,24294500
2024-05-03,166.6359405517578,167.24000549316406,167.9600067138672,163.0500030517578,167.55999755859375,34662400
2024-05-06,167.49282836914062,168.10000610351562,168.13999938964844,166.02999877929688,167.4600067138672,21871300
2024-05-07,170.63143920898438,171.25,171.75999450683594,168.38999938964844,168.5,28039700
2024-05-08,168.76820373535156,169.3800048828125,170.14999389648438,168.74000549316406,169.0,19569100
2024-05-09,169.3461151123047,169.9600067138672,170.69000244140625,168.17999267578125,169.38999938964844,15346700
2024-05-10,168.04083251953125,168.64999389648438,169.85000610351562,166.19000244140625,168.02999877929688,29799900
2024-05-13,168.52906799316406,169.13999938964844,169.27999877929688,164.0,164.25999450683594,31327600
2024-05-14,169.7247314453125,170.33999633789062,171.25,168.8000030517578,169.77000427246094,25127100
2024-05-15,171.8868865966797,172.50999450683594,172.64999389648438,170.50999450683594,170.6300048828125,26948400
2024-05-16,173.5508575439453,174.17999267578125,175.1199951171875,172.69000244140625,173.2899932861328,27867900
2024-05-17,175.424072265625,176.05999755859375,176.27000427246094,173.69000244140625,174.17999267578125,24479300
2024-05-20,176.2809600830078,176.9199981689453,178.77000427246094,176.0800018310547,176.19000244140625,22554400
2024-05-21,177.20762634277344,177.85000610351562,178.14999389648438,175.80999755859375,176.89999389648438,16989400
2024-05-22,175.742919921875,176.3800048828125,177.14999389648438,175.2100067138672,176.63999938964844,17880000
2024-05-23,172.9231414794922,173.5500030517578,178.25,172.9499969482422,177.07000732421875,21024900
2024-05-24,174.35794067382812,174.99000549316406,175.77000427246094,173.64999389648438,174.97999572753906,16572500
2024-05-28,175.76283264160156,176.39999389648438,177.27000427246094,174.3699951171875,174.4499969482422,20572200
2024-05-29,175.26463317871094,175.89999389648438,176.83999633789062,174.72000122070312,175.42999267578125,23388700
2024-05-30,171.48834228515625,172.11000061035156,175.22000122070312,171.7899932861328,175.1999969482422,22958700
2024-05-31,171.87692260742188,172.5,173.05999755859375,169.44000244140625,171.86000061035156,37638900
2024-06-03,172.5445098876953,173.1699981689453,174.52999877929688,171.16000366210938,172.5399932861328,27459100
2024-06-04,173.16226196289062,173.7899932861328,173.85000610351562,171.88999938964844,173.27999877929688,26879600
2024-06-05,174.77642822265625,175.41000366210938,176.64999389648438,173.92999267578125,175.1999969482422,22068500
2024-06-06,176.09165954589844,176.72999572753906,177.14999389648438,175.75,175.89999389648438,23251000
2024-06-07,173.82984924316406,174.4600067138672,177.8699951171875,174.3000030517578,177.0500030517578,19661400
2024-06-10,174.57798767089844,175.00999450683594,177.05999755859375,172.75999450683594,174.97000122070312,23779200
2024-06-11,176.18402099609375,176.6199951171875,176.83999633789062,173.77000427246094,176.22000122070312,21540600
2024-06-12,177.35113525390625,177.7899932861328,180.41000366210938,176.11000061035156,178.25,27864700
2024-06-13,174.72763061523438,175.16000366210938,176.74000549316406,174.8800048828125,176.11000061035156,20913300
2024-06-14,176.35360717773438,176.7899932861328,177.05999755859375,174.14999389648438,174.22000122070312,18063600
2024-06-17,176.80250549316406,177.24000549316406,178.36000061035156,174.80999755859375,175.4600067138672,19618500
2024-06-18,174.6577911376953,175.08999633789062,177.38999938964844,174.10000610351562,177.13999938964844,21869900
2024-06-20,175.86480712890625,176.3000030517578,177.2899932861328,174.99000549316406,175.3699951171875,20160100
2024-06-21,179.1865997314453,179.6300048828125,180.85000610351562,176.61000061035156,177.0,58582700
2024-06-24,178.77760314941406,179.22000122070312,180.88999938964844,178.6699981689453,180.16000366210938,18298000
2024-06-25,183.5757293701172,184.02999877929688,184.2899932861328,179.4199981689453,179.6199951171875,23235600
2024-06-26,183.42611694335938,183.8800048828125,184.50999450683594,182.47999572753906,182.6300048828125,19839000
2024-06-27,184.95233154296875,185.41000366210938,186.0500030517578,184.02000427246094,184.17999267578125,18848900
2024-06-28,181.7003631591797,182.14999389648438,185.1300048828125,181.9600067138672,184.32000732421875,29156600
2024-07-01,182.53829956054688,182.99000549316406,183.8800048828125,181.3000030517578,183.02999877929688,16006100
2024-07-02,184.7827606201172,185.24000549316406,185.57000732421875,181.55999755859375,182.0500030517578,17372500
2024-07-03,185.36131286621094,185.82000732421875,186.08999633789062,184.0,184.85000610351562,10242100
2024-07-05,190.12953186035156,190.60000610351562,190.86000061035156,185.8000030517578,185.86000061035156,20967500
2024-07-08,188.56338500976562,189.02999877929688,190.1699981689453,187.77999877929688,189.89999389648438,21035900
2024-07-09,188.5135040283203,188.97999572753906,191.36000061035156,188.72000122070312,190.30999755859375,15121400
2024-07-10,190.70806884765625,191.17999267578125,191.75,189.02999877929688,189.14999389648438,15952500
2024-07-11,185.1119384765625,185.57000732421875,190.86000061035156,185.0800018310547,189.85000610351562,25625800
2024-07-12,184.61317443847656,185.07000732421875,187.11000061035156,184.49000549316406,185.0800018310547,22898400
2024-07-15,186.06956481933594,186.52999877929688,188.24000549316406,184.9199981689453,184.9199981689453,16474000
2024-07-16,183.46600341796875,183.9199981689453,188.67999267578125,183.3699951171875,187.36000061035156,18290700
2024-07-17,180.5731658935547,181.02000427246094,183.5500030517578,179.89999389648438,182.97000122070312,20734100
2024-07-18,177.2513885498047,177.69000244140625,182.5,176.47000122070312,181.92999267578125,25315700
2024-07-19,177.22145080566406,177.66000366210938,180.2899932861328,177.1300048828125,178.8800048828125,18881900
2024-07-22,181.22154235839844,181.6699981689453,182.6999969482422,180.22999572753906,180.58999633789062,24100300
2024-07-23,181.34124755859375,181.7899932861328,183.61000061035156,181.5399932861328,182.0500030517578,36352700
2024-07-24,172.20388793945312,172.6300048828125,176.19000244140625,171.82000732421875,173.60000610351562,49585200
2024-07-25,166.86708068847656,167.27999877929688,173.4199981689453,167.19000244140625,172.52000427246094,44852000
2024-07-26,166.5877685546875,167.0,168.08999633789062,164.05999755859375,167.14999389648438,41336900
2024-07-29,169.1115264892578,169.52999877929688,170.42999267578125,167.99000549316406,168.8300018310547,20293800
2024-07-30,169.86964416503906,170.2899932861328,171.22999572753906,168.44000244140625,170.24000549316406,18959700
2024-07-31,171.11654663085938,171.5399932861328,174.25,170.00999450683594,173.24000549316406,25729100
2024-08-01,170.33848571777344,170.75999450683594,174.0500030517578,168.8800048828125,170.25,24531400
2024-08-02,166.24862670898438,166.66000366210938,168.50999450683594,164.6699981689453,166.44000244140625,29130100
2024-08-05,158.85690307617188,159.25,164.42999267578125,154.92999267578125,155.5,53630700
2024-08-06,157.89927673339844,158.2899932861328,160.57000732421875,156.41000366210938,159.3300018310547,49004600
2024-08-07,158.54766845703125,158.94000244140625,162.97999572753906,158.47000122070312,161.25,25138600
2024-08-08,161.63003540039062,162.02999877929688,163.69000244140625,160.2100067138672,160.50999450683594,25578800
2024-08-09,163.2659912109375,163.6699981689453,163.7899932861328,159.05999755859375,160.00999450683594,28602300
2024-08-12,161.88938903808594,162.2899932861328,164.89999389648438,161.83999633789062,164.35000610351562,15895300
2024-08-13,163.75477600097656,164.16000366210938,164.72999572753906,162.97000122070312,163.41000366210938,18551700
2024-08-14,159.97412109375,160.3699951171875,163.22000122070312,157.7100067138672,162.39999389648438,40591100
2024-08-15,160.90185546875,161.3000030517578,161.63999938964844,159.61000061035156,160.5,31524300
2024-08-16,162.55775451660156,162.9600067138672,165.05999755859375,161.1300048828125,161.47000122070312,24208600
2024-08-19,166.2585906982422,166.6699981689453,166.69000244140625,164.25999450683594,165.27999877929688,22416200
2024-08-20,166.76731872558594,167.17999267578125,168.63999938964844,166.82000732421875,166.89999389648438,18341500
2024-08-21,165.44061279296875,165.85000610351562,166.85000610351562,164.6699981689453,165.14999389648438,22902000
2024-08-22,163.3956756591797,163.8000030517578,167.58999633789062,163.30999755859375,167.25999450683594,22493300
2024-08-23,165.211181640625,165.6199951171875,166.17999267578125,163.8300018310547,164.72000122070312,13955700
2024-08-26,165.74984741210938,166.16000366210938,167.5500030517578,164.4600067138672,166.3800048828125,14190400
2024-08-27,164.2734832763672,164.67999267578125,166.44000244140625,164.4600067138672,165.83999633789062,11821900
2024-08-28,162.44801330566406,162.85000610351562,165.60000610351562,161.52999877929688,165.0399932861328,16407400
2024-08-29,161.3806610107422,161.77999877929688,165.97000122070312,160.25,164.30999755859375,19699800
2024-08-30,162.97671508789062,163.3800048828125,163.66000366210938,161.69000244140625,162.6199951171875,22123800
2024-09-03,156.9715576171875,157.36000061035156,161.85000610351562,156.47999572753906,161.72000122070312,38945300
2024-09-04,156.06381225585938,156.4499969482422,159.0,155.9600067138672,156.66000366210938,19353800
2024-09-05,156.85186767578125,157.24000549316406,159.4499969482422,155.97999572753906,156.3000030517578,18688700
2024-09-06,150.54745483398438,150.9199981689453,157.8300018310547,150.5500030517578,157.3000030517578,37912100
2024-09-09,148.53976440429688,148.7100067138672,153.39999389648438,147.22000122070312,152.50999450683594,39260500
2024-09-10,148.4898223876953,148.66000366210938,151.27000427246094,148.33999633789062,150.4499969482422,31118800
2024-09-11,150.98695373535156,151.16000366210938,151.5,147.52000427246094,149.9199981689453,29607700
2024-09-12,154.51292419433594,154.69000244140625,154.82000732421875,152.64999389648438,153.8000030517578,29695000
2024-09-13,157.27975463867188,157.4600067138672,158.3800048828125,155.2100067138672,155.42999267578125,29591200
2024-09-16,157.87905883789062,158.05999755859375,158.25,156.60000610351562,157.30999755859375,18379800
2024-09-17,159.1376190185547,159.32000732421875,160.5500030517578,158.3800048828125,159.02000427246094,20715600
2024-09-18,159.62705993652344,159.80999755859375,160.5,158.60000610351562,159.86000061035156,23677300
2024-09-19,161.9543914794922,162.13999938964844,163.7899932861328,161.33999633789062,163.7100067138672,26587700
2024-09-20,163.40272521972656,163.58999633789062,163.72999572753906,162.05999755859375,163.5,40896400
2024-09-23,161.6647186279297,161.85000610351562,165.49000549316406,161.6699981689453,164.35000610351562,24150900
2024-09-24,162.1042022705078,162.2899932861328,163.22000122070312,160.69000244140625,163.02999877929688,23332100
2024-09-25,161.3051300048828,161.49000549316406,162.80999755859375,161.3000030517578,161.47000122070312,18869200
2024-09-26,162.543701171875,162.72999572753906,164.0800018310547,162.27999877929688,163.63999938964844,20319300
2024-09-27,163.76231384277344,163.9499969482422,165.6999969482422,162.6300048828125,162.80999755859375,21101300
2024-09-30,165.66014099121094,165.85000610351562,166.14999389648438,163.25999450683594,163.32000732421875,20413900
2024-10-01,166.79884338378906,166.99000549316406,169.16000366210938,164.5800018310547,167.69000244140625,28338100
2024-10-02,165.67013549804688,165.86000061035156,167.52000427246094,164.72999572753906,166.4199981689453,17760200
2024-10-03,165.67013549804688,165.86000061035156,166.63999938964844,163.9199981689453,164.41000366210938,15073100
2024-10-04,166.86875915527344,167.05999755859375,168.22999572753906,165.47999572753906,168.05999755859375,19047400
2024-10-07,162.79342651367188,162.97999572753906,168.47999572753906,162.75,167.72000122070312,22463100
2024-10-08,164.19183349609375,164.3800048828125,164.72999572753906,162.8699951171875,163.94000244140625,23072700
2024-10-09,161.67471313476562,161.86000061035156,164.83999633789062,159.74000549316406,163.4499969482422,31181800
2024-10-10,161.8944549560547,162.0800018310547,163.07000732421875,160.39999389648438,160.8699951171875,14144100
2024-10-11,163.05313110351562,163.24000549316406,163.89999389648438,161.24000549316406,162.1300048828125,15344300
2024-10-14,164.7711639404297,164.9600067138672,166.22999572753906,163.39999389648438,163.63999938964844,19016100
2024-10-15,165.27059936523438,165.4600067138672,167.67999267578125,164.6300048828125,165.7899932861328,20247200
2024-10-16,164.97093200683594,165.16000366210938,165.8000030517578,163.74000549316406,164.52999877929688,16406000
2024-10-17,162.74346923828125,162.92999267578125,166.3699951171875,162.75999450683594,165.72999572753906,21453400
2024-10-18,163.23292541503906,163.4199981689453,164.7100067138672,163.0800018310547,163.19000244140625,19757700
2024-10-21,163.88218688964844,164.07000732421875,164.5,162.6199951171875,162.9499969482422,20946500
2024-10-22,164.95095825195312,165.13999938964844,165.77000427246094,162.97999572753906,162.97999572753906,16568100
2024-10-23,162.59365844726562,162.77999877929688,165.82000732421875,161.92999267578125,164.75999450683594,18280500
2024-10-24,162.53372192382812,162.72000122070312,163.3300018310547,161.00999450683594,162.8300018310547,22412500
2024-10-25,165.080810546875,165.27000427246094,165.58999633789062,163.4199981689453,163.6699981689453,19828900
2024-10-28,166.52914428710938,166.72000122070312,168.75,163.9499969482422,168.75,32138600
2024-10-29,169.48574829101562,169.67999267578125,170.3800048828125,167.08999633789062,167.72999572753906,42169000
2024-10-30,174.26028442382812,174.4600067138672,182.02000427246094,174.05999755859375,180.67999267578125,68890800
2024-10-31,170.91412353515625,171.11000061035156,176.82000732421875,171.0,173.1300048828125,44769000
2024-11-01,171.09390258789062,171.2899932861328,172.32000732421875,168.8800048828125,170.07000732421875,31796500
2024-11-04,169.0462646484375,169.24000549316406,170.72999572753906,168.00999450683594,169.92999267578125,21492700
2024-11-05,169.5457000732422,169.74000549316406,170.52999877929688,168.83999633789062,169.42999267578125,18242100
2024-11-06,176.3079376220703,176.50999450683594,176.94000244140625,173.5,173.8000030517578,33695500
2024-11-07,180.5430908203125,180.75,181.0800018310547,177.19000244140625,177.41000366210938,25352900
2024-11-08,178.14584350585938,178.35000610351562,180.89999389648438,178.0800018310547,180.64999389648438,22006200
2024-11-11,180.1435546875,180.35000610351562,180.5500030517578,178.47000122070312,178.5800018310547,17450400
2024-11-12,181.41207885742188,181.6199951171875,182.49000549316406,179.38999938964844,179.82000732421875,25134900
2024-11-13,178.67523193359375,178.8800048828125,180.9600067138672,178.5399932861328,180.4600067138672,23184000
2024-11-14,175.37899780273438,175.5800018310547,178.82000732421875,174.32000732421875,178.27999877929688,31007500
2024-11-15,172.29254150390625,172.49000549316406,174.13999938964844,171.22000122070312,173.72999572753906,32504600
2024-11-18,175.0993194580078,175.3000030517578,175.44000244140625,172.89999389648438,173.4199981689453,20206600
2024-11-19,177.9160919189453,178.1199951171875,178.8699951171875,173.55999755859375,173.72000122070312,23434900
2024-11-20,175.77853393554688,175.97999572753906,177.67999267578125,173.77999877929688,177.33999633789062,18997100
2024-11-21,167.4381103515625,167.6300048828125,174.1300048828125,163.6999969482422,173.89999389648438,59734400
2024-11-22,164.57138061523438,164.75999450683594,166.4600067138672,163.89999389648438,165.85000610351562,38604600
2024-11-25,167.45806884765625,167.64999389648438,168.6300048828125,165.61000061035156,166.08999633789062,33135300
2024-11-26,168.9263916015625,169.1199951171875,169.82000732421875,167.5800018310547,167.6300048828125,20486700
2024-11-27,169.03627014160156,169.22999572753906,169.47999572753906,168.02000427246094,169.0,19266500
2024-11-29,168.756591796875,168.9499969482422,169.42999267578125,167.16000366210938,168.5,14257200
2024-12-02,171.29368591308594,171.49000549316406,172.0800018310547,168.57000732421875,168.77000427246094,23789100
2024-12-03,171.1438446044922,171.33999633789062,172.67999267578125,170.85000610351562,171.49000549316406,22248700
2024-12-04,174.17037963867188,174.3699951171875,174.91000366210938,171.05999755859375,171.14999389648438,31615100
2024-12-05,172.44236755371094,172.63999938964844,176.05999755859375,172.3300018310547,175.36000061035156,21356200
2024-12-06,174.510009765625,174.7100067138672,175.0800018310547,171.86000061035156,172.02999877929688,21462400
2024-12-09,175.3699951171875,175.3699951171875,176.25999450683594,173.64999389648438,173.9600067138672,25389600
2024-12-10,185.1699981689453,185.1699981689453,186.36000061035156,181.0500030517578,182.85000610351562,54813000
2024-12-11,195.39999389648438,195.39999389648438,195.61000061035156,184.85000610351562,185.30999755859375,67894100
2024-12-12,192.55499267578125,192.55499267578125,195.17999267578125,192.47000122070312,194.9600067138672,22542954
